"Year","Monthly_MSL","Linear_Trend","High_Conf","Low_Conf"
1908-03-01,-0.312,-0.241,-0.236,-0.246
1908-04-01,-0.383,-0.241,-0.235,-0.246
1908-05-01,-0.26,-0.24,-0.235,-0.246
1908-06-01,-0.27,-0.24,-0.235,-0.245
1908-07-01,-0.262,-0.24,-0.235,-0.245
1908-08-01,-0.173,-0.24,-0.234,-0.245
1908-09-01,-0.227,-0.239,-0.234,-0.245
1908-10-01,-0.182,-0.239,-0.234,-0.244
1908-11-01,-0.358,-0.239,-0.234,-0.244
1908-12-01,-0.29,-0.239,-0.234,-0.244
1909-01-01,-0.22,-0.238,-0.233,-0.244
1909-02-01,-0.256,-0.238,-0.233,-0.243
1909-03-01,-0.278,-0.238,-0.233,-0.243
1909-04-01,-0.313,-0.238,-0.233,-0.243
1909-05-01,-0.177,-0.237,-0.232,-0.243
1909-06-01,-0.24,-0.237,-0.232,-0.242
1909-07-01,-0.244,-0.237,-0.232,-0.242
1909-08-01,-0.188,-0.237,-0.232,-0.242
1909-09-01,-0.221,-0.237,-0.231,-0.242
1909-10-01,-0.307,-0.236,-0.231,-0.241
1909-11-01,-0.223,-0.236,-0.231,-0.241
1909-12-01,-0.169,-0.236,-0.231,-0.241
1910-01-01,-0.174,-0.236,-0.23,-0.241
1910-02-01,-0.25,-0.235,-0.23,-0.24
1910-03-01,-0.226,-0.235,-0.23,-0.24
1910-04-01,-0.157,-0.235,-0.23,-0.24
1910-05-01,-0.232,-0.235,-0.229,-0.24
1910-06-01,-0.2,-0.234,-0.229,-0.239
1910-07-01,-0.211,-0.234,-0.229,-0.239
1910-08-01,-0.27,-0.234,-0.229,-0.239
1910-09-01,-0.212,-0.234,-0.228,-0.239
1910-10-01,-0.255,-0.233,-0.228,-0.238
1910-11-01,-0.196,-0.233,-0.228,-0.238
1910-12-01,-0.217,-0.233,-0.228,-0.238
1911-01-01,-0.275,-0.233,-0.228,-0.238
1911-02-01,-0.162,-0.232,-0.227,-0.237
1911-03-01,-0.296,-0.232,-0.227,-0.237
1911-04-01,-0.243,-0.232,-0.227,-0.237
1911-05-01,-0.256,-0.232,-0.227,-0.237
1911-06-01,-0.197,-0.231,-0.226,-0.236
1911-07-01,-0.272,-0.231,-0.226,-0.236
1911-08-01,-0.243,-0.231,-0.226,-0.236
1911-09-01,-0.17,-0.231,-0.226,-0.236
1911-10-01,-0.158,-0.23,-0.225,-0.235
1911-11-01,-0.309,-0.23,-0.225,-0.235
1911-12-01,-0.233,-0.23,-0.225,-0.235
1912-01-01,-0.342,-0.23,-0.225,-0.235
1912-02-01,-0.314,-0.229,-0.224,-0.235
1912-03-01,-0.293,-0.229,-0.224,-0.234
1912-04-01,-0.31,-0.229,-0.224,-0.234
1912-05-01,-0.269,-0.229,-0.224,-0.234
1912-06-01,-0.307,-0.228,-0.223,-0.234
1912-07-01,-0.302,-0.228,-0.223,-0.233
1912-08-01,-0.264,-0.228,-0.223,-0.233
1912-09-01,-0.203,-0.228,-0.223,-0.233
1912-10-01,-0.261,-0.228,-0.223,-0.233
1912-11-01,-0.263,-0.227,-0.222,-0.232
1912-12-01,-0.327,-0.227,-0.222,-0.232
1913-01-01,-0.275,-0.227,-0.222,-0.232
1913-02-01,-0.33,-0.227,-0.222,-0.232
1913-03-01,-0.409,-0.226,-0.221,-0.231
1913-04-01,-0.273,-0.226,-0.221,-0.231
1913-05-01,-0.263,-0.226,-0.221,-0.231
1913-06-01,-0.277,-0.226,-0.221,-0.231
1913-07-01,-0.287,-0.225,-0.22,-0.23
1913-08-01,-0.24,-0.225,-0.22,-0.23
1913-09-01,-0.261,-0.225,-0.22,-0.23
1913-10-01,-0.161,-0.225,-0.22,-0.23
1913-11-01,-0.239,-0.224,-0.219,-0.229
1913-12-01,-0.251,-0.224,-0.219,-0.229
1914-01-01,-0.125,-0.224,-0.219,-0.229
1914-02-01,-0.293,-0.224,-0.219,-0.229
1914-03-01,-0.248,-0.223,-0.218,-0.228
1914-04-01,-0.246,-0.223,-0.218,-0.228
1914-05-01,-0.229,-0.223,-0.218,-0.228
1914-06-01,-0.264,-0.223,-0.218,-0.228
1914-07-01,-0.214,-0.222,-0.217,-0.227
1914-08-01,-0.261,-0.222,-0.217,-0.227
1914-09-01,-0.252,-0.222,-0.217,-0.227
1914-10-01,-0.212,-0.222,-0.217,-0.227
1914-11-01,-0.294,-0.221,-0.217,-0.226
1914-12-01,-0.172,-0.221,-0.216,-0.226
1915-01-01,-0.165,-0.221,-0.216,-0.226
1915-02-01,-0.144,-0.221,-0.216,-0.226
1915-03-01,-0.223,-0.22,-0.216,-0.225
1915-04-01,-0.301,-0.22,-0.215,-0.225
1915-05-01,-0.253,-0.22,-0.215,-0.225
1915-06-01,-0.225,-0.22,-0.215,-0.225
1915-07-01,-0.198,-0.219,-0.215,-0.224
1915-08-01,-0.17,-0.219,-0.214,-0.224
1915-09-01,-0.27,-0.219,-0.214,-0.224
1915-10-01,-0.212,-0.219,-0.214,-0.224
1915-11-01,-0.227,-0.219,-0.214,-0.223
1915-12-01,-0.242,-0.218,-0.213,-0.223
1916-01-01,-0.25,-0.218,-0.213,-0.223
1916-02-01,-0.241,-0.218,-0.213,-0.223
1916-03-01,-0.217,-0.218,-0.213,-0.222
1916-04-01,-0.145,-0.217,-0.212,-0.222
1916-05-01,-0.22,-0.217,-0.212,-0.222
1916-06-01,-0.158,-0.217,-0.212,-0.222
1916-07-01,-0.256,-0.217,-0.212,-0.221
1916-08-01,-0.215,-0.216,-0.211,-0.221
1916-09-01,-0.234,-0.216,-0.211,-0.221
1916-10-01,-0.249,-0.216,-0.211,-0.221
1916-11-01,-0.245,-0.216,-0.211,-0.22
1916-12-01,-0.339,-0.215,-0.211,-0.22
1917-01-01,-0.278,-0.215,-0.21,-0.22
1917-02-01,-0.272,-0.215,-0.21,-0.22
1917-03-01,-0.208,-0.215,-0.21,-0.219
1917-04-01,-0.246,-0.214,-0.21,-0.219
1917-05-01,-0.144,-0.214,-0.209,-0.219
1917-06-01,-0.219,-0.214,-0.209,-0.219
1917-07-01,-0.198,-0.214,-0.209,-0.218
1917-08-01,-0.206,-0.213,-0.209,-0.218
1917-09-01,-0.227,-0.213,-0.208,-0.218
1917-10-01,-0.219,-0.213,-0.208,-0.218
1917-11-01,-0.22,-0.213,-0.208,-0.217
1917-12-01,-0.226,-0.212,-0.208,-0.217
1918-01-01,-0.177,-0.212,-0.207,-0.217
1918-02-01,-0.202,-0.212,-0.207,-0.217
1918-03-01,-0.181,-0.212,-0.207,-0.216
1918-04-01,-0.169,-0.211,-0.207,-0.216
1918-05-01,-0.339,-0.211,-0.206,-0.216
1918-06-01,-0.234,-0.211,-0.206,-0.216
1918-07-01,-0.226,-0.211,-0.206,-0.215
1918-08-01,-0.243,-0.21,-0.206,-0.215
1918-09-01,-0.282,-0.21,-0.205,-0.215
1918-10-01,-0.301,-0.21,-0.205,-0.215
1918-11-01,-0.236,-0.21,-0.205,-0.214
1918-12-01,-0.126,-0.209,-0.205,-0.214
1919-01-01,-0.238,-0.209,-0.205,-0.214
1919-02-01,-0.186,-0.209,-0.204,-0.214
1919-03-01,-0.181,-0.209,-0.204,-0.213
1919-04-01,-0.218,-0.209,-0.204,-0.213
1919-05-01,-0.141,-0.208,-0.204,-0.213
1919-06-01,-0.164,-0.208,-0.203,-0.213
1919-07-01,-0.198,-0.208,-0.203,-0.212
1919-08-01,-0.139,-0.208,-0.203,-0.212
1919-09-01,-0.197,-0.207,-0.203,-0.212
1919-10-01,-0.158,-0.207,-0.202,-0.212
1919-11-01,-0.089,-0.207,-0.202,-0.212
1919-12-01,-0.202,-0.207,-0.202,-0.211
1920-06-01,-0.152,-0.205,-0.2,-0.21
1920-07-01,-0.211,-0.205,-0.2,-0.21
1920-08-01,-0.182,-0.205,-0.2,-0.209
1920-09-01,-0.197,-0.204,-0.2,-0.209
1920-10-01,-0.185,-0.204,-0.199,-0.209
1920-11-01,-0.159,-0.204,-0.199,-0.209
1920-12-01,-0.126,-0.204,-0.199,-0.208
1921-01-01,-0.198,-0.203,-0.199,-0.208
1921-02-01,-0.074,-0.203,-0.199,-0.208
1921-03-01,-0.199,-0.203,-0.198,-0.208
1921-04-01,-0.154,-0.203,-0.198,-0.207
1921-05-01,-0.064,-0.202,-0.198,-0.207
1921-06-01,-0.173,-0.202,-0.198,-0.207
1921-07-01,-0.171,-0.202,-0.197,-0.207
1921-08-01,-0.225,-0.202,-0.197,-0.206
1921-09-01,-0.197,-0.201,-0.197,-0.206
1921-10-01,-0.276,-0.201,-0.197,-0.206
1921-11-01,-0.144,-0.201,-0.196,-0.206
1921-12-01,-0.208,-0.201,-0.196,-0.205
1922-01-01,-0.269,-0.2,-0.196,-0.205
1922-02-01,-0.202,-0.2,-0.196,-0.205
1922-03-01,-0.214,-0.2,-0.195,-0.205
1922-04-01,-0.24,-0.2,-0.195,-0.204
1922-05-01,-0.223,-0.2,-0.195,-0.204
1922-06-01,-0.209,-0.199,-0.195,-0.204
1922-07-01,-0.198,-0.199,-0.194,-0.204
1922-08-01,-0.221,-0.199,-0.194,-0.203
1922-09-01,-0.212,-0.199,-0.194,-0.203
1922-10-01,-0.222,-0.198,-0.194,-0.203
1922-11-01,-0.22,-0.198,-0.193,-0.203
1922-12-01,-0.187,-0.198,-0.193,-0.202
1923-01-01,-0.165,-0.198,-0.193,-0.202
1923-02-01,-0.22,-0.197,-0.193,-0.202
1923-03-01,-0.235,-0.197,-0.193,-0.202
1923-04-01,-0.209,-0.197,-0.192,-0.201
1923-05-01,-0.235,-0.197,-0.192,-0.201
1923-06-01,-0.231,-0.196,-0.192,-0.201
1923-07-01,-0.217,-0.196,-0.192,-0.201
1923-08-01,-0.234,-0.196,-0.191,-0.2
1923-09-01,-0.249,-0.196,-0.191,-0.2
1923-10-01,-0.206,-0.195,-0.191,-0.2
1923-11-01,-0.135,-0.195,-0.191,-0.2
1923-12-01,-0.199,-0.195,-0.19,-0.199
1924-01-01,-0.29,-0.195,-0.19,-0.199
1924-02-01,-0.11,-0.194,-0.19,-0.199
1924-03-01,-0.068,-0.194,-0.19,-0.199
1924-04-01,-0.203,-0.194,-0.189,-0.198
1924-05-01,-0.144,-0.194,-0.189,-0.198
1924-06-01,-0.203,-0.193,-0.189,-0.198
1924-07-01,-0.232,-0.193,-0.189,-0.198
1924-08-01,-0.197,-0.193,-0.188,-0.197
1924-09-01,-0.224,-0.193,-0.188,-0.197
1924-10-01,-0.225,-0.192,-0.188,-0.197
1924-11-01,-0.236,-0.192,-0.188,-0.197
1924-12-01,-0.315,-0.192,-0.187,-0.196
1925-01-01,-0.113,-0.192,-0.187,-0.196
1925-02-01,-0.195,-0.191,-0.187,-0.196
1925-03-01,-0.278,-0.191,-0.187,-0.196
1925-04-01,-0.224,-0.191,-0.187,-0.195
1925-05-01,-0.235,-0.191,-0.186,-0.195
1925-06-01,-0.246,-0.191,-0.186,-0.195
1925-07-01,-0.223,-0.19,-0.186,-0.195
1925-08-01,-0.24,-0.19,-0.186,-0.194
1925-09-01,-0.2,-0.19,-0.185,-0.194
1925-10-01,-0.289,-0.19,-0.185,-0.194
1925-11-01,-0.26,-0.189,-0.185,-0.194
1925-12-01,-0.257,-0.189,-0.185,-0.194
1926-01-01,-0.302,-0.189,-0.184,-0.193
1926-02-01,-0.168,-0.189,-0.184,-0.193
1926-03-01,-0.305,-0.188,-0.184,-0.193
1926-04-01,-0.285,-0.188,-0.184,-0.193
1926-05-01,-0.247,-0.188,-0.183,-0.192
1926-06-01,-0.246,-0.188,-0.183,-0.192
1926-07-01,-0.226,-0.187,-0.183,-0.192
1926-08-01,-0.17,-0.187,-0.183,-0.192
1926-09-01,-0.176,-0.187,-0.182,-0.191
1926-10-01,-0.209,-0.187,-0.182,-0.191
1926-11-01,-0.266,-0.186,-0.182,-0.191
1926-12-01,-0.196,-0.186,-0.182,-0.191
1927-01-01,-0.29,-0.186,-0.181,-0.19
1927-02-01,-0.119,-0.186,-0.181,-0.19
1927-03-01,-0.159,-0.185,-0.181,-0.19
1927-04-01,-0.237,-0.185,-0.181,-0.19
1927-05-01,-0.199,-0.185,-0.18,-0.189
1927-06-01,-0.209,-0.185,-0.18,-0.189
1927-07-01,-0.235,-0.184,-0.18,-0.189
1927-08-01,-0.164,-0.184,-0.18,-0.189
1927-09-01,-0.218,-0.184,-0.18,-0.188
1927-10-01,-0.191,-0.184,-0.179,-0.188
1927-11-01,-0.199,-0.183,-0.179,-0.188
1927-12-01,-0.15,-0.183,-0.179,-0.188
1928-01-01,-0.314,-0.183,-0.179,-0.187
1928-02-01,-0.253,-0.183,-0.178,-0.187
1928-03-01,-0.248,-0.182,-0.178,-0.187
1928-04-01,-0.285,-0.182,-0.178,-0.187
1928-05-01,-0.217,-0.182,-0.178,-0.186
1928-06-01,-0.2,-0.182,-0.177,-0.186
1928-07-01,-0.201,-0.181,-0.177,-0.186
1928-08-01,-0.17,-0.181,-0.177,-0.186
1928-09-01,-0.176,-0.181,-0.177,-0.185
1928-10-01,-0.289,-0.181,-0.176,-0.185
1928-11-01,-0.3,-0.181,-0.176,-0.185
1928-12-01,-0.287,-0.18,-0.176,-0.185
1929-01-01,-0.372,-0.18,-0.176,-0.184
1929-02-01,-0.159,-0.18,-0.175,-0.184
1929-03-01,-0.214,-0.18,-0.175,-0.184
1929-04-01,-0.112,-0.179,-0.175,-0.184
1929-05-01,-0.296,-0.179,-0.175,-0.183
1929-06-01,-0.188,-0.179,-0.174,-0.183
1929-07-01,-0.238,-0.179,-0.174,-0.183
1929-08-01,-0.234,-0.178,-0.174,-0.183
1929-09-01,-0.209,-0.178,-0.174,-0.182
1929-10-01,-0.276,-0.178,-0.174,-0.182
1929-11-01,-0.227,-0.178,-0.173,-0.182
1929-12-01,-0.229,-0.177,-0.173,-0.182
1930-01-01,-0.217,-0.177,-0.173,-0.181
1930-02-01,-0.208,-0.177,-0.173,-0.181
1930-03-01,-0.272,-0.177,-0.172,-0.181
1930-04-01,-0.313,-0.176,-0.172,-0.181
1930-05-01,-0.275,-0.176,-0.172,-0.18
1930-06-01,-0.289,-0.176,-0.172,-0.18
1930-07-01,-0.232,-0.176,-0.171,-0.18
1930-08-01,-0.203,-0.175,-0.171,-0.18
1930-09-01,-0.23,-0.175,-0.171,-0.179
1930-10-01,-0.164,-0.175,-0.171,-0.179
1930-11-01,-0.3,-0.175,-0.17,-0.179
1930-12-01,-0.196,-0.174,-0.17,-0.179
1931-01-01,-0.235,-0.174,-0.17,-0.179
1931-02-01,-0.211,-0.174,-0.17,-0.178
1931-03-01,-0.037,-0.174,-0.169,-0.178
1931-04-01,-0.237,-0.173,-0.169,-0.178
1931-05-01,-0.22,-0.173,-0.169,-0.178
1931-06-01,-0.17,-0.173,-0.169,-0.177
1931-07-01,-0.15,-0.173,-0.168,-0.177
1931-08-01,-0.157,-0.172,-0.168,-0.177
1931-09-01,-0.197,-0.172,-0.168,-0.177
1931-10-01,-0.222,-0.172,-0.168,-0.176
1931-11-01,-0.269,-0.172,-0.167,-0.176
1931-12-01,-0.251,-0.172,-0.167,-0.176
1932-01-01,-0.122,-0.171,-0.167,-0.176
1932-02-01,-0.144,-0.171,-0.167,-0.175
1932-03-01,-0.287,-0.171,-0.167,-0.175
1932-04-01,-0.249,-0.171,-0.166,-0.175
1932-05-01,-0.266,-0.17,-0.166,-0.175
1932-06-01,-0.216,-0.17,-0.166,-0.174
1932-07-01,-0.195,-0.17,-0.166,-0.174
1932-08-01,-0.215,-0.17,-0.165,-0.174
1932-09-01,-0.173,-0.169,-0.165,-0.174
1932-10-01,-0.252,-0.169,-0.165,-0.173
1932-11-01,-0.089,-0.169,-0.165,-0.173
1932-12-01,-0.181,-0.169,-0.164,-0.173
1933-01-01,-0.08,-0.168,-0.164,-0.173
1933-02-01,-0.256,-0.168,-0.164,-0.172
1933-03-01,-0.211,-0.168,-0.164,-0.172
1933-04-01,-0.136,-0.168,-0.163,-0.172
1933-05-01,-0.168,-0.167,-0.163,-0.172
1933-06-01,-0.161,-0.167,-0.163,-0.171
1933-07-01,-0.137,-0.167,-0.163,-0.171
1933-08-01,-0.124,-0.167,-0.162,-0.171
1933-09-01,-0.124,-0.166,-0.162,-0.171
1933-10-01,-0.176,-0.166,-0.162,-0.17
1933-11-01,-0.251,-0.166,-0.162,-0.17
1933-12-01,-0.217,-0.166,-0.161,-0.17
1934-01-01,-0.211,-0.165,-0.161,-0.17
1934-02-01,-0.302,-0.165,-0.161,-0.169
1934-03-01,-0.245,-0.165,-0.161,-0.169
1934-04-01,-0.176,-0.165,-0.16,-0.169
1934-05-01,-0.241,-0.164,-0.16,-0.169
1934-06-01,-0.185,-0.164,-0.16,-0.168
1934-07-01,-0.189,-0.164,-0.16,-0.168
1934-08-01,-0.206,-0.164,-0.159,-0.168
1934-09-01,-0.157,-0.163,-0.159,-0.168
1934-10-01,-0.194,-0.163,-0.159,-0.167
1934-11-01,-0.227,-0.163,-0.159,-0.167
1934-12-01,-0.248,-0.163,-0.159,-0.167
1935-01-01,-0.205,-0.163,-0.158,-0.167
1935-02-01,-0.235,-0.162,-0.158,-0.166
1935-03-01,-0.205,-0.162,-0.158,-0.166
1935-04-01,-0.118,-0.162,-0.158,-0.166
1935-05-01,-0.232,-0.162,-0.157,-0.166
1935-06-01,-0.155,-0.161,-0.157,-0.166
1935-07-01,-0.174,-0.161,-0.157,-0.165
1935-08-01,-0.17,-0.161,-0.157,-0.165
1935-09-01,-0.191,-0.161,-0.156,-0.165
1935-10-01,-0.215,-0.16,-0.156,-0.165
1935-11-01,-0.013,-0.16,-0.156,-0.164
1935-12-01,-0.159,-0.16,-0.156,-0.164
1936-01-01,-0.229,-0.16,-0.155,-0.164
1936-02-01,-0.186,-0.159,-0.155,-0.164
1936-03-01,-0.083,-0.159,-0.155,-0.163
1936-04-01,-0.227,-0.159,-0.155,-0.163
1936-05-01,-0.263,-0.159,-0.154,-0.163
1936-06-01,-0.182,-0.158,-0.154,-0.163
1936-07-01,-0.134,-0.158,-0.154,-0.162
1936-08-01,-0.2,-0.158,-0.154,-0.162
1936-09-01,-0.179,-0.158,-0.153,-0.162
1936-10-01,-0.191,-0.157,-0.153,-0.162
1936-11-01,-0.275,-0.157,-0.153,-0.161
1936-12-01,-0.187,-0.157,-0.153,-0.161
1937-01-01,-0.113,-0.157,-0.152,-0.161
1937-02-01,-0.049,-0.156,-0.152,-0.161
1937-03-01,-0.251,-0.156,-0.152,-0.16
1937-04-01,-0.121,-0.156,-0.152,-0.16
1937-05-01,-0.168,-0.156,-0.152,-0.16
1937-06-01,-0.164,-0.155,-0.151,-0.16
1937-07-01,-0.137,-0.155,-0.151,-0.159
1937-08-01,-0.209,-0.155,-0.151,-0.159
1937-09-01,-0.17,-0.155,-0.151,-0.159
1937-10-01,-0.182,-0.154,-0.15,-0.159
1937-11-01,-0.181,-0.154,-0.15,-0.158
1937-12-01,-0.165,-0.154,-0.15,-0.158
1938-01-01,-0.064,-0.154,-0.15,-0.158
1938-02-01,-0.098,-0.153,-0.149,-0.158
1938-03-01,-0.132,-0.153,-0.149,-0.157
1938-04-01,-0.194,-0.153,-0.149,-0.157
1938-05-01,-0.162,-0.153,-0.149,-0.157
1938-06-01,-0.179,-0.153,-0.148,-0.157
1938-07-01,-0.189,-0.152,-0.148,-0.156
1938-08-01,-0.176,-0.152,-0.148,-0.156
1938-09-01,-0.16,-0.152,-0.148,-0.156
1938-10-01,-0.078,-0.152,-0.147,-0.156
1938-11-01,-0.166,-0.151,-0.147,-0.155
1938-12-01,-0.129,-0.151,-0.147,-0.155
1939-01-01,-0.153,-0.151,-0.147,-0.155
1939-02-01,-0.134,-0.151,-0.146,-0.155
1939-03-01,-0.126,-0.15,-0.146,-0.154
1939-04-01,-0.148,-0.15,-0.146,-0.154
1939-05-01,-0.119,-0.15,-0.146,-0.154
1939-06-01,-0.127,-0.15,-0.145,-0.154
1939-07-01,-0.14,-0.149,-0.145,-0.154
1939-08-01,-0.103,-0.149,-0.145,-0.153
1939-09-01,-0.136,-0.149,-0.145,-0.153
1939-10-01,-0.17,-0.149,-0.144,-0.153
1939-11-01,-0.163,-0.148,-0.144,-0.153
1939-12-01,-0.202,-0.148,-0.144,-0.152
1940-01-01,-0.211,-0.148,-0.144,-0.152
1940-02-01,-0.028,-0.148,-0.144,-0.152
1940-03-01,-0.202,-0.147,-0.143,-0.152
1940-04-01,-0.142,-0.147,-0.143,-0.151
1940-05-01,-0.074,-0.147,-0.143,-0.151
1940-06-01,-0.127,-0.147,-0.143,-0.151
1940-07-01,-0.168,-0.146,-0.142,-0.151
1940-08-01,-0.148,-0.146,-0.142,-0.15
1940-09-01,-0.148,-0.146,-0.142,-0.15
1940-10-01,-0.139,-0.146,-0.142,-0.15
1940-11-01,-0.202,-0.145,-0.141,-0.15
1940-12-01,-0.129,-0.145,-0.141,-0.149
1941-01-01,-0.064,-0.145,-0.141,-0.149
1941-02-01,-0.177,-0.145,-0.141,-0.149
1941-03-01,-0.241,-0.144,-0.14,-0.149
1941-04-01,-0.13,-0.144,-0.14,-0.148
1941-05-01,-0.18,-0.144,-0.14,-0.148
1941-06-01,-0.139,-0.144,-0.14,-0.148
1941-07-01,-0.147,-0.144,-0.139,-0.148
1941-08-01,-0.173,-0.143,-0.139,-0.147
1941-09-01,-0.194,-0.143,-0.139,-0.147
1941-10-01,-0.212,-0.143,-0.139,-0.147
1941-11-01,-0.196,-0.143,-0.138,-0.147
1941-12-01,-0.159,-0.142,-0.138,-0.146
1942-01-01,-0.141,-0.142,-0.138,-0.146
1942-02-01,-0.195,-0.142,-0.138,-0.146
1942-03-01,-0.08,-0.142,-0.137,-0.146
1942-04-01,-0.136,-0.141,-0.137,-0.145
1942-05-01,-0.147,-0.141,-0.137,-0.145
1942-06-01,-0.1,-0.141,-0.137,-0.145
1942-07-01,-0.116,-0.141,-0.136,-0.145
1942-08-01,-0.13,-0.14,-0.136,-0.144
1942-09-01,-0.09,-0.14,-0.136,-0.144
1942-10-01,-0.1,-0.14,-0.136,-0.144
1942-11-01,-0.144,-0.14,-0.135,-0.144
1942-12-01,-0.187,-0.139,-0.135,-0.143
1943-01-01,-0.131,-0.139,-0.135,-0.143
1943-02-01,-0.18,-0.139,-0.135,-0.143
1943-03-01,-0.162,-0.139,-0.135,-0.143
1943-04-01,-0.206,-0.138,-0.134,-0.143
1943-05-01,-0.168,-0.138,-0.134,-0.142
1943-06-01,-0.142,-0.138,-0.134,-0.142
1943-07-01,-0.134,-0.138,-0.134,-0.142
1943-08-01,-0.115,-0.137,-0.133,-0.142
1943-09-01,-0.115,-0.137,-0.133,-0.141
1943-10-01,-0.081,-0.137,-0.133,-0.141
1943-11-01,-0.138,-0.137,-0.133,-0.141
1943-12-01,-0.251,-0.136,-0.132,-0.141
1944-01-01,-0.134,-0.136,-0.132,-0.14
1944-02-01,-0.171,-0.136,-0.132,-0.14
1944-03-01,-0.129,-0.136,-0.132,-0.14
1944-04-01,-0.139,-0.135,-0.131,-0.14
1944-05-01,-0.174,-0.135,-0.131,-0.139
1944-06-01,-0.115,-0.135,-0.131,-0.139
1944-07-01,-0.125,-0.135,-0.131,-0.139
1944-08-01,-0.148,-0.135,-0.13,-0.139
1944-09-01,-0.148,-0.134,-0.13,-0.138
1944-10-01,-0.13,-0.134,-0.13,-0.138
1944-11-01,0.011,-0.134,-0.13,-0.138
1944-12-01,-0.208,-0.134,-0.129,-0.138
1945-01-01,-0.198,-0.133,-0.129,-0.137
1945-02-01,-0.159,-0.133,-0.129,-0.137
1945-03-01,-0.074,-0.133,-0.129,-0.137
1945-04-01,-0.16,-0.133,-0.128,-0.137
1945-05-01,-0.074,-0.132,-0.128,-0.136
1945-06-01,-0.109,-0.132,-0.128,-0.136
1945-07-01,-0.095,-0.132,-0.128,-0.136
1945-08-01,-0.118,-0.132,-0.127,-0.136
1945-09-01,-0.099,-0.131,-0.127,-0.135
1945-10-01,-0.133,-0.131,-0.127,-0.135
1945-11-01,-0.022,-0.131,-0.127,-0.135
